column,type,description,SeqId,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Type,ColCheck,n_unique,n_missing,pct_missing
THAP4.24490.16.3,numeric,THAP domain-containing protein 4 (THAP4),24490-16,SL023768,THAP domain-containing protein 4,THAP4,Q8WY91,51078,THAP4,Human,Protein,PASS,794,0,0
MTMR7.24493.10.3,numeric,Myotubularin-related protein 7 (MTMR7),24493-10,SL023699,Myotubularin-related protein 7,MTMR7,Q9Y216,9108,MTMR7,Human,Protein,PASS,783,0,0
KATNAL1.24494.67.3,numeric,Katanin p60 ATPase-containing subunit A-like 1 (KATNAL1),24494-67,SL023680,Katanin p60 ATPase-containing subunit A-like 1,KATL1,Q9BW62,84056,KATNAL1,Human,Protein,PASS,777,0,0
RILPL1.24496.26.3,numeric,RILP-like protein 1 (RILPL1),24496-26,SL023776,RILP-like protein 1,RIPL1,Q5EBL4,353116,RILPL1,Human,Protein,PASS,779,0,0
TRIML1.24497.8.3,numeric,Probable E3 ubiquitin-protein ligase TRIML1 (TRIML1),24497-8,SL023631,Probable E3 ubiquitin-protein ligase TRIML1,TRIML,Q8N9V2,339976,TRIML1,Human,Protein,PASS,761,0,0
LGSN.24499.36.3,numeric,Lengsin (LGSN),24499-36,SL023670,Lengsin,LGSN,Q5TDP6,51557,LGSN,Human,Protein,PASS,736,0,0
RIPPLY3.24634.1.3,numeric,Protein ripply3 (RIPPLY3),24634-1,SL014858,Protein ripply3,DSCR6,P57055,53820,RIPPLY3,Human,Protein,PASS,787,0,0
TRAPPC6A.24635.25.3,numeric,Trafficking protein particle complex subunit 6A (TRAPPC6A),24635-25,SL023301,Trafficking protein particle complex subunit 6A,TPC6A,O75865,79090,TRAPPC6A,Human,Protein,PASS,652,0,0
DRAP1.24636.9.3,numeric,Dr1-associated corepressor (DRAP1),24636-9,SL006052,Dr1-associated corepressor,Dr1-associated corepressor,Q14919,10589,DRAP1,Human,Protein,PASS,685,0,0
TCEAL5.24637.3.3,numeric,Transcription elongation factor A protein-like 5 (TCEAL5),24637-3,SL023182,Transcription elongation factor A protein-like 5,TCAL5,Q5H9L2,340543,TCEAL5,Human,Protein,PASS,790,0,0
FAM89B.24638.3.3,numeric,Leucine repeat adapter protein 25 (FAM89B),24638-3,SL023635,Leucine repeat adapter protein 25,LRA25,Q8N5H3,23625,FAM89B,Human,Protein,PASS,773,0,0
HEY1.24640.63.3,numeric,Hairy/enhancer-of-split related with YRPW motif protein 1 (HEY1),24640-63,SL023051,Hairy/enhancer-of-split related with YRPW motif protein 1,HEY1,Q9Y5J3,23462,HEY1,Human,Protein,PASS,627,0,0
CLDN1.24641.10.3,numeric,Claudin-1 (CLDN1),24641-10,SL011993,Claudin-1,CLD1,O95832,9076,CLDN1,Human,Protein,PASS,769,0,0
FAM92A.24642.21.3,numeric,Protein FAM92A (FAM92A),24642-21,SL023249,Protein FAM92A,FA92A,A1XBS5,137392,FAM92A,Human,Protein,PASS,622,0,0
BIN3.24645.2.3,numeric,Bridging integrator 3 (BIN3),24645-2,SL023350,Bridging integrator 3,BIN3,Q9NQY0,55909,BIN3,Human,Protein,PASS,582,0,0
AGXT.24646.47.3,numeric,Serine--pyruvate aminotransferase (AGXT),24646-47,SL006473,Serine--pyruvate aminotransferase,SPYA,P21549,189,AGXT,Human,Protein,PASS,705,0,0
APOBEC2.24647.3.3,numeric,C->U-editing enzyme APOBEC-2 (APOBEC2),24647-3,SL023503,C->U-editing enzyme APOBEC-2,ABEC2,Q9Y235,10930,APOBEC2,Human,Protein,PASS,804,0,0
SLBP.24648.8.3,numeric,Histone RNA hairpin-binding protein (SLBP),24648-8,SL014944,Histone RNA hairpin-binding protein,SLBP,Q14493,7884,SLBP,Human,Protein,PASS,750,0,0
NTAQ1.24649.11.3,numeric,Protein N-terminal glutamine amidohydrolase (NTAQ1),24649-11,SL023296,Protein N-terminal glutamine amidohydrolase,NTAQ1,Q96HA8,55093,NTAQ1,Human,Protein,PASS,735,0,0
RTN1.24651.1.3,numeric,Reticulon-1 (RTN1),24651-1,SL016462,Reticulon-1,RTN1,Q16799,6252,RTN1,Human,Protein,PASS,795,0,0
HES6.24654.13.3,numeric,Transcription cofactor HES-6 (HES6),24654-13,SL023217,Transcription cofactor HES-6,HES6,Q96HZ4,55502,HES6,Human,Protein,PASS,773,0,0
RILPL2.24655.23.3,numeric,RILP-like protein 2 (RILPL2),24655-23,SL023307,RILP-like protein 2,RIPL2,Q969X0,196383,RILPL2,Human,Protein,PASS,809,0,0
PHETA2.24656.6.3,numeric,Sesquipedalian-2 (PHETA2),24656-6,SL023619,Sesquipedalian-2,SESQ2,Q6ICB4,150368,PHETA2,Human,Protein,PASS,675,0,0
CCDC115.24658.98.3,numeric,Coiled-coil domain-containing protein 115 (CCDC115),24658-98,SL023340,Coiled-coil domain-containing protein 115,CC115,Q96NT0,84317,CCDC115,Human,Protein,PASS,585,0,0
DNAJB13.24659.6.3,numeric,DnaJ homolog subfamily B member 13 (DNAJB13),24659-6,SL009432,DnaJ homolog subfamily B member 13,DJB13,P59910,374407,DNAJB13,Human,Protein,PASS,741,0,0
MAP6D1.24661.4.3,numeric,MAP6 domain-containing protein 1 (MAP6D1),24661-4,SL023341,MAP6 domain-containing protein 1,MA6D1,Q9H9H5,79929,MAP6D1,Human,Protein,PASS,675,0,0
TTC36.24662.78.3,numeric,Tetratricopeptide repeat protein 36 (TTC36),24662-78,SL023641,Tetratricopeptide repeat protein 36,TTC36,A6NLP5,143941,TTC36,Human,Protein,PASS,709,0,0
EMC10.24664.3.3,numeric,UPF0510 protein INM02 (EMC10),24664-3,SL016466,UPF0510 protein INM02,INM02,Q5UCC4,284361,EMC10,Human,Protein,PASS,718,0,0
REM1.24665.48.3,numeric,GTP-binding protein REM 1 (REM1),24665-48,SL019956,GTP-binding protein REM 1,REM1,O75628,28954,REM1,Human,Protein,PASS,608,0,0
CT45A1.24667.27.3,numeric,Cancer/testis antigen family 45 member A1 (CT45A1),24667-27,SL023590,Cancer/testis antigen family 45 member A1,CT451,Q5HYN5,541466,CT45A1,Human,Protein,PASS,712,0,0
DNAJC5B.24669.12.3,numeric,DnaJ homolog subfamily C member 5B (DNAJC5B),24669-12,SL023380,DnaJ homolog subfamily C member 5B,DNJ5B,Q9UF47,85479,DNAJC5B,Human,Protein,PASS,810,0,0
PIH1D1.24670.1.3,numeric,PIH1 domain-containing protein 1 (PIH1D1),24670-1,SL023273,PIH1 domain-containing protein 1,PIHD1,Q9NWS0,55011,PIH1D1,Human,Protein,PASS,799,0,0
PYCARD.24671.15.3,numeric,Apoptosis-associated speck-like protein containing a CARD (PYCARD),24671-15,SL007810,Apoptosis-associated speck-like protein containing a CARD,ASC,Q9ULZ3,29108,PYCARD,Human,Protein,PASS,803,0,0
EGLN2.24674.22.3,numeric,Egl nine homolog 2 (EGLN2),24674-22,SL010913,Egl nine homolog 2,EGLN2,Q96KS0,112398,EGLN2,Human,Protein,PASS,799,0,0
MAST4.24675.2.3,numeric,Microtubule-associated serine/threonine-protein kinase 4 (MAST4),24675-2,SL023492,Microtubule-associated serine/threonine-protein kinase 4,MAST4,O15021,375449,MAST4,Human,Protein,PASS,453,0,0
CFAP298.24676.105.3,numeric,Uncharacterized protein C21orf59 (CFAP298),24676-105,SL018878,Uncharacterized protein C21orf59,CU059,P57076,56683,CFAP298,Human,Protein,PASS,725,0,0
AVEN.24678.10.3,numeric,Cell death regulator Aven (AVEN),24678-10,SL023411,Cell death regulator Aven,AVEN,Q9NQS1,57099,AVEN,Human,Protein,PASS,726,0,0
ETV7.24679.35.3,numeric,Transcription factor ETV7 (ETV7),24679-35,SL023233,Transcription factor ETV7,ETV7,Q9Y603,51513,ETV7,Human,Protein,PASS,793,0,0
CCL20.2468.62.3,numeric,C-C motif chemokine 20 (CCL20),2468-62,SL000133,C-C motif chemokine 20,MIP-3a,P78556,6364,CCL20,Human,Protein,PASS,453,0,0
TMX1.24680.51.3,numeric,Thioredoxin domain-containing protein 1 (TMX1),24680-51,SL007663,Thioredoxin domain-containing protein 1,TXND1,Q9H3N1,81542,TMX1,Human,Protein,PASS,740,0,0
PSPH.24681.2.3,numeric,Phosphoserine phosphatase (PSPH),24681-2,SL013067,Phosphoserine phosphatase,SERB,P78330,5723,PSPH,Human,Protein,PASS,791,0,0
GIMAP7.24683.11.3,numeric,GTPase IMAP family member 7 (GIMAP7),24683-11,SL023426,GTPase IMAP family member 7,GIMA7,Q8NHV1,168537,GIMAP7,Human,Protein,PASS,665,0,0
GIMAP4.24684.7.3,numeric,GTPase IMAP family member 4 (GIMAP4),24684-7,SL019969,GTPase IMAP family member 4,GIMA4,Q9NUV9,55303,GIMAP4,Human,Protein,PASS,763,0,0
SNX11.24685.12.3,numeric,Sorting nexin-11 (SNX11),24685-12,SL023289,Sorting nexin-11,SNX11,Q9Y5W9,29916,SNX11,Human,Protein,PASS,800,0,0
ACBD4.24686.19.3,numeric,Acyl-CoA-binding domain-containing protein 4 (ACBD4),24686-19,SL015085,Acyl-CoA-binding domain-containing protein 4,ACBD4,Q8NC06,79777,ACBD4,Human,Protein,PASS,726,0,0
DMRTB1.24688.9.3,numeric,Doublesex- and mab-3-related transcription factor B1 (DMRTB1),24688-9,SL023648,Doublesex- and mab-3-related transcription factor B1,DMRTB,Q96MA1,63948,DMRTB1,Human,Protein,PASS,656,0,0
CAVIN1.24689.9.3,numeric,Polymerase I and transcript release factor (CAVIN1),24689-9,SL008229,Polymerase I and transcript release factor,PTRF,Q6NZI2,284119,CAVIN1,Human,Protein,PASS,799,0,0
CABP2.24690.1.3,numeric,Calcium-binding protein 2 (CABP2),24690-1,SL023584,Calcium-binding protein 2,CABP2,Q9NPB3,51475,CABP2,Human,Protein,PASS,692,0,0
CLIC3.24693.5.3,numeric,Chloride intracellular channel protein 3 (CLIC3),24693-5,SL010855,Chloride intracellular channel protein 3,CLIC3,O95833,9022,CLIC3,Human,Protein,PASS,771,0,0
SLC9A3R1.24694.158.3,numeric,Ezrin-radixin-moesin-binding phosphoprotein 50 (SLC9A3R1),24694-158,SL008393,Ezrin-radixin-moesin-binding phosphoprotein 50,NHERF,O14745,9368,SLC9A3R1,Human,Protein,PASS,809,0,0
PLEKHB1.24695.8.3,numeric,Pleckstrin homology domain-containing family B member 1 (PLEKHB1),24695-8,SL023616,Pleckstrin homology domain-containing family B member 1,PKHB1,Q9UF11,58473,PLEKHB1,Human,Protein,PASS,613,0,0
MAGIX.24696.14.3,numeric,PDZ domain-containing protein MAGIX (MAGIX),24696-14,SL023607,PDZ domain-containing protein MAGIX,MAGIX,Q9H6Y5,79917,MAGIX,Human,Protein,PASS,656,0,0
PRPF18.24698.12.3,numeric,Pre-mRNA-splicing factor 18 (PRPF18),24698-12,SL023310,Pre-mRNA-splicing factor 18,PRP18,Q99633,8559,PRPF18,Human,Protein,PASS,742,0,0
ARL6IP1.24699.20.3,numeric,ADP-ribosylation factor-like protein 6-interacting protein 1 (ARL6IP1),24699-20,SL014959,ADP-ribosylation factor-like protein 6-interacting protein 1,AR6P1,Q15041,23204,ARL6IP1,Human,Protein,PASS,810,0,0
DTNA.24701.21.3,numeric,Dystrobrevin alpha (DTNA),24701-21,SL023578,Dystrobrevin alpha,DTNA,Q9Y4J8,1837,DTNA,Human,Protein,PASS,591,0,0
CCDC149.24702.31.3,numeric,Coiled-coil domain-containing protein 149 (CCDC149),24702-31,SL023564,Coiled-coil domain-containing protein 149,CC149,Q6ZUS6,91050,CCDC149,Human,Protein,PASS,703,0,0
COMMD5.24704.38.3,numeric,COMM domain-containing protein 5 (COMMD5),24704-38,SL023519,COMM domain-containing protein 5,COMD5,Q9GZQ3,28991,COMMD5,Human,Protein,PASS,640,0,0
CFDP1.24706.73.3,numeric,Craniofacial development protein 1 (CFDP1),24706-73,SL015305,Craniofacial development protein 1,CFDP1,Q9UEE9,10428,CFDP1,Human,Protein,PASS,635,0,0
CXorf38.24707.6.3,numeric,Uncharacterized protein CXorf38 (CXorf38),24707-6,SL023476,Uncharacterized protein CXorf38,CX038,Q8TB03,159013,CXorf38,Human,Protein,PASS,793,0,0
DHRS3.24708.7.3,numeric,Short-chain dehydrogenase/reductase 3 (DHRS3),24708-7,SL023299,Short-chain dehydrogenase/reductase 3,DHRS3,O75911,9249,DHRS3,Human,Protein,PASS,690,0,0
SHOX.24711.21.3,numeric,Short stature homeobox protein (SHOX),24711-21,SL023643,Short stature homeobox protein,SHOX,O15266,6473,SHOX,Human,Protein,PASS,532,0,0
GTPBP10.24712.6.3,numeric,GTP-binding protein 10 (GTPBP10),24712-6,SL023534,GTP-binding protein 10,GTPBA,A4D1E9,85865,GTPBP10,Human,Protein,PASS,624,0,0
MAGIX.24713.4.3,numeric,PDZ domain-containing protein MAGIX (MAGIX),24713-4,SL023607,PDZ domain-containing protein MAGIX,MAGIX,Q9H6Y5,79917,MAGIX,Human,Protein,PASS,697,0,0
PTPA.24717.26.3,numeric,Serine/threonine-protein phosphatase 2A regulatory subunit B' (PTPA),24717-26,SL010948,Serine/threonine-protein phosphatase 2A regulatory subunit B',PTPA,Q15257,5524,PTPA,Human,Protein,PASS,809,0,0
LRRC75A.24718.8.3,numeric,Leucine-rich repeat-containing protein 75A (LRRC75A),24718-8,SL023625,Leucine-rich repeat-containing protein 75A,LR75A,Q8NAA5,388341,LRRC75A,Human,Protein,PASS,673,0,0
ANKRD16.24720.10.3,numeric,Ankyrin repeat domain-containing protein 16 (ANKRD16),24720-10,SL023514,Ankyrin repeat domain-containing protein 16,ANR16,Q6P6B7,54522,ANKRD16,Human,Protein,PASS,749,0,0
GOLPH3.24721.17.3,numeric,Golgi phosphoprotein 3 (GOLPH3),24721-17,SL023485,Golgi phosphoprotein 3,GOLP3,Q9H4A6,64083,GOLPH3,Human,Protein,PASS,797,0,0
SPIN3.24722.13.3,numeric,Spindlin-3 (SPIN3),24722-13,SL021796,Spindlin-3,SPIN3,Q5JUX0,169981,SPIN3,Human,Protein,PASS,541,0,0
EIF2S2.24723.58.3,numeric,Eukaryotic translation initiation factor 2 subunit 2 (EIF2S2),24723-58,SL005729,Eukaryotic translation initiation factor 2 subunit 2,eIF-2-beta,P20042,8894,EIF2S2,Human,Protein,PASS,806,0,0
VPS26B.24724.4.3,numeric,Vacuolar protein sorting-associated protein 26B (VPS26B),24724-4,SL023536,Vacuolar protein sorting-associated protein 26B,VP26B,Q4G0F5,112936,VPS26B,Human,Protein,PASS,608,0,0
APCS.2474.54.5,numeric,Serum amyloid P-component (APCS),2474-54,SL000573,Serum amyloid P-component,SAP,P02743,325,APCS,Human,Protein,PASS,809,0,0
KIT.2475.1.3,numeric,Mast/stem cell growth factor receptor Kit (KIT),2475-1,SL004010,Mast/stem cell growth factor receptor Kit,SCF sR,P10721,3815,KIT,Human,Protein,PASS,806,0,0
TIMP3.2480.58.3,numeric,Metalloproteinase inhibitor 3 (TIMP3),2480-58,SL003043,Metalloproteinase inhibitor 3,TIMP-3,P35625,7078,TIMP3,Human,Protein,PASS,809,0,0
EPS8L2.24891.54.3,numeric,Epidermal growth factor receptor kinase substrate 8-like protein 2 (EPS8L2),24891-54,SL009030,Epidermal growth factor receptor kinase substrate 8-like protein 2,ES8L2,Q9H6S3,64787,EPS8L2,Human,Protein,PASS,749,0,0
SHCBP1L.24892.8.3,numeric,Testicular spindle-associated protein SHCBP1L (SHCBP1L),24892-8,SL023565,Testicular spindle-associated protein SHCBP1L,SHP1L,Q9BZQ2,81626,SHCBP1L,Human,Protein,PASS,658,0,0
FCHSD1.24895.25.3,numeric,F-BAR and double SH3 domains protein 1 (FCHSD1),24895-25,SL023599,F-BAR and double SH3 domains protein 1,FCSD1,Q86WN1,89848,FCHSD1,Human,Protein,PASS,773,0,0
MEN1.24896.5.3,numeric,Menin (MEN1),24896-5,SL023247,Menin,MEN1,O00255,4221,MEN1,Human,Protein,PASS,443,0,0
VIL1.24901.4.3,numeric,Villin-1 (VIL1),24901-4,SL013734,Villin-1,VILI,P09327,7429,VIL1,Human,Protein,PASS,808,0,0
GPHN.24902.84.3,numeric,Gephyrin (GPHN),24902-84,SL023226,Gephyrin,GEPH,Q9NQX3,10243,GPHN,Human,Protein,PASS,575,0,0
KLHL14.24903.7.3,numeric,Kelch-like protein 14 (KLHL14),24903-7,SL023566,Kelch-like protein 14,KLH14,Q9P2G3,57565,KLHL14,Human,Protein,PASS,651,0,0
STXBP4.24904.121.3,numeric,Syntaxin-binding protein 4 (STXBP4),24904-121,SL023600,Syntaxin-binding protein 4,STXB4,Q6ZWJ1,252983,STXBP4,Human,Protein,PASS,770,0,0
EOLA1.24905.22.3,numeric,Protein CXorf40A (EOLA1),24905-22,SL023688,Protein CXorf40A,CX04A,Q8TE69,91966,EOLA1,Human,Protein,PASS,673,0,0
PMPCA.24907.3.3,numeric,Mitochondrial-processing peptidase subunit alpha (PMPCA),24907-3,SL023621,Mitochondrial-processing peptidase subunit alpha,MPPA,Q10713,23203,PMPCA,Human,Protein,PASS,786,0,0
AMPH.24908.19.3,numeric,Amphiphysin (AMPH),24908-19,SL008876,Amphiphysin,AMPH,P49418,273,AMPH,Human,Protein,PASS,740,0,0
PLCD1.24909.40.3,numeric,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-1 (PLCD1)",24909-40,SL011669,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-1",Phospholipase C-delta-1,P51178,5333,PLCD1,Human,Protein,PASS,779,0,0
NONO.24910.18.3,numeric,Non-POU domain-containing octamer-binding protein (NONO),24910-18,SL010248,Non-POU domain-containing octamer-binding protein,NonO protein,Q15233,4841,NONO,Human,Protein,PASS,771,0,0
WDR26.24912.40.3,numeric,WD repeat-containing protein 26 (WDR26),24912-40,SL023747,WD repeat-containing protein 26,WDR26,Q9H7D7,80232,WDR26,Human,Protein,PASS,647,0,0
EZH2.24914.10.3,numeric,Enhancer of zeste homolog 2 (EZH2),24914-10,SL003868,Enhancer of zeste homolog 2,EZH2,Q15910,2146,EZH2,Human,Protein,PASS,508,0,0
CAPN13.24915.123.3,numeric,Calpain-13 (CAPN13),24915-123,SL023617,Calpain-13,CAN13,Q6MZZ7,92291,CAPN13,Human,Protein,PASS,792,0,0
DNAJC1.24917.95.3,numeric,DnaJ homolog subfamily C member 1 (DNAJC1),24917-95,SL023550,DnaJ homolog subfamily C member 1,DNJC1,Q96KC8,64215,DNAJC1,Human,Protein,PASS,786,0,0
GLS.24920.6.3,numeric,"Glutaminase kidney isoform, mitochondrial (GLS)",24920-6,SL023055,"Glutaminase kidney isoform, mitochondrial",GLSK,O94925,2744,GLS,Human,Protein,PASS,774,0,0
HIRIP3.24921.73.3,numeric,HIRA-interacting protein 3 (HIRIP3),24921-73,SL015196,HIRA-interacting protein 3,HIRP3,Q9BW71,8479,HIRIP3,Human,Protein,PASS,694,0,0
NHLRC2.24922.19.3,numeric,NHL repeat-containing protein 2 (NHLRC2),24922-19,SL011264,NHL repeat-containing protein 2,NHLC2,Q8NBF2,374354,NHLRC2,Human,Protein,PASS,779,0,0
SCRN3.24923.27.3,numeric,Secernin-3 (SCRN3),24923-27,SL023613,Secernin-3,SCRN3,Q0VDG4,79634,SCRN3,Human,Protein,PASS,680,0,0
KHSRP.24926.9.3,numeric,Far upstream element-binding protein 2 (KHSRP),24926-9,SL013144,Far upstream element-binding protein 2,FUBP2,Q92945,8570,KHSRP,Human,Protein,PASS,798,0,0
MZT2A.24928.20.3,numeric,Mitotic-spindle organizing protein 2A (MZT2A),24928-20,SL023664,Mitotic-spindle organizing protein 2A,MZT2A,Q6P582,653784,MZT2A,Human,Protein,PASS,731,0,0
SOX6.24929.26.3,numeric,Transcription factor SOX-6 (SOX6),24929-26,SL023245,Transcription factor SOX-6,SOX6,P35712,55553,SOX6,Human,Protein,PASS,606,0,0
EPS8L3.24931.9.3,numeric,Epidermal growth factor receptor kinase substrate 8-like protein 3 (EPS8L3),24931-9,SL006672,Epidermal growth factor receptor kinase substrate 8-like protein 3,ES8L3,Q8TE67,79574,EPS8L3,Human,Protein,PASS,720,0,0
OGFR.24934.96.3,numeric,Opioid growth factor receptor (OGFR),24934-96,SL013284,Opioid growth factor receptor,OGFR,Q9NZT2,11054,OGFR,Human,Protein,PASS,803,0,0
FOXP1.24935.62.3,numeric,Forkhead box protein P1 (FOXP1),24935-62,SL015230,Forkhead box protein P1,FOXP1,Q9H334,27086,FOXP1,Human,Protein,PASS,549,0,0
ARHGAP26.24937.7.3,numeric,Rho GTPase-activating protein 26 (ARHGAP26),24937-7,SL015344,Rho GTPase-activating protein 26,RHG26,Q9UNA1,23092,ARHGAP26,Human,Protein,PASS,752,0,0
AP2B1.24938.7.3,numeric,AP-2 complex subunit beta-1 (AP2B1),24938-7,SL007320,AP-2 complex subunit beta-1,AP2B1,P63010,163,AP2B1,Human,Protein,PASS,805,0,0
IKBKB.24940.3.3,numeric,Inhibitor of nuclear factor kappa B kinase beta subunit (IKBKB),24940-3,SL004539,Inhibitor of nuclear factor kappa B kinase beta subunit,IKK-beta,O14920,3551,IKBKB,Human,Protein,PASS,748,0,0
CLUH.24941.14.3,numeric,Clustered mitochondria protein homolog (CLUH),24941-14,SL023678,Clustered mitochondria protein homolog,CLU,O75153,23277,CLUH,Human,Protein,PASS,656,0,0
UNC13D.24942.22.3,numeric,Protein unc-13 homolog D (UNC13D),24942-22,SL011251,Protein unc-13 homolog D,UN13D,Q70J99,201294,UNC13D,Human,Protein,PASS,801,0,0
REPS2.24944.12.3,numeric,RalBP1-associated Eps domain-containing protein 2 (REPS2),24944-12,SL023628,RalBP1-associated Eps domain-containing protein 2,REPS2,Q8NFH8,9185,REPS2,Human,Protein,PASS,587,0,0
SNX27.24945.16.3,numeric,Sorting nexin-27 (SNX27),24945-16,SL023640,Sorting nexin-27,SNX27,Q96L92,81609,SNX27,Human,Protein,PASS,793,0,0
ARHGAP22.24946.9.3,numeric,Rho GTPase-activating protein 22 (ARHGAP22),24946-9,SL023675,Rho GTPase-activating protein 22,RHG22,Q7Z5H3,58504,ARHGAP22,Human,Protein,PASS,469,0,0
NUMBL.24947.40.3,numeric,Numb-like protein (NUMBL),24947-40,SL007800,Numb-like protein,NUMBL,Q9Y6R0,9253,NUMBL,Human,Protein,PASS,517,0,0
PSPC1.24948.79.3,numeric,Paraspeckle component 1 (PSPC1),24948-79,SL013224,Paraspeckle component 1,PSPC1,Q8WXF1,55269,PSPC1,Human,Protein,PASS,701,0,0
SARG.24950.21.3,numeric,Specifically androgen-regulated gene protein (SARG),24950-21,SL013260,Specifically androgen-regulated gene protein,SARG,Q9BW04,79098,SARG,Human,Protein,PASS,806,0,0
VAC14.24951.3.3,numeric,Protein VAC14 homolog (VAC14),24951-3,SL023253,Protein VAC14 homolog,VAC14,Q08AM6,55697,VAC14,Human,Protein,PASS,723,0,0
FUBP3.24952.28.3,numeric,Far upstream element-binding protein 3 (FUBP3),24952-28,SL013242,Far upstream element-binding protein 3,FUBP3,Q96I24,8939,FUBP3,Human,Protein,PASS,782,0,0
KIF3B.24953.27.3,numeric,Kinesin-like protein KIF3B (KIF3B),24953-27,SL006988,Kinesin-like protein KIF3B,KIF3B,O15066,9371,KIF3B,Human,Protein,PASS,502,0,0
AP1B1.24954.83.3,numeric,AP-1 complex subunit beta-1 (AP1B1),24954-83,SL008185,AP-1 complex subunit beta-1,AP1B1,Q10567,162,AP1B1,Human,Protein,PASS,686,0,0
ZHX2.24955.116.3,numeric,Zinc fingers and homeoboxes protein 2 (ZHX2),24955-116,SL020104,Zinc fingers and homeoboxes protein 2,ZHX2,Q9Y6X8,22882,ZHX2,Human,Protein,PASS,465,0,0
METTL3.24956.1.3,numeric,N6-adenosine-methyltransferase 70 kDa subunit (METTL3),24956-1,SL023189,N6-adenosine-methyltransferase 70 kDa subunit,MTA70,Q86U44,56339,METTL3,Human,Protein,PASS,725,0,0
None.24957.6.3,numeric,Espin (None),24957-6,SL014551,Espin,ESPN,B1AK53,83715,None,Human,Protein,PASS,756,0,0
RFX5.24958.3.3,numeric,DNA-binding protein RFX5 (RFX5),24958-3,SL023563,DNA-binding protein RFX5,RFX5,P48382,5993,RFX5,Human,Protein,PASS,762,0,0
CYB5R4.24959.20.3,numeric,Cytochrome b5 reductase 4 (CYB5R4),24959-20,SL020262,Cytochrome b5 reductase 4,NB5R4,Q7L1T6,51167,CYB5R4,Human,Protein,PASS,790,0,0
HIP1R.24960.48.3,numeric,Huntingtin-interacting protein 1-related protein (HIP1R),24960-48,SL013722,Huntingtin-interacting protein 1-related protein,HIP1R,O75146,9026,HIP1R,Human,Protein,PASS,574,0,0
SH3KBP1.24962.7.3,numeric,SH3 domain-containing kinase-binding protein 1 (SH3KBP1),24962-7,SL023606,SH3 domain-containing kinase-binding protein 1,SH3K1,Q96B97,30011,SH3KBP1,Human,Protein,PASS,660,0,0
ARMC3.24963.1.3,numeric,Armadillo repeat-containing protein 3 (ARMC3),24963-1,SL023478,Armadillo repeat-containing protein 3,ARMC3,Q5W041,219681,ARMC3,Human,Protein,PASS,713,0,0
TIAM2.24968.10.3,numeric,T-lymphoma invasion and metastasis-inducing protein 2 (TIAM2),24968-10,SL023580,T-lymphoma invasion and metastasis-inducing protein 2,TIAM2,Q8IVF5,26230,TIAM2,Human,Protein,PASS,615,0,0
SRRT.24970.117.3,numeric,Serrate RNA effector molecule homolog (SRRT),24970-117,SL023255,Serrate RNA effector molecule homolog,SRRT,Q9BXP5,51593,SRRT,Human,Protein,PASS,732,0,0
INPP5F.24971.2.3,numeric,Phosphatidylinositide phosphatase SAC2 (INPP5F),24971-2,SL011316,Phosphatidylinositide phosphatase SAC2,SAC2,Q9Y2H2,22876,INPP5F,Human,Protein,PASS,789,0,0
MICALL1.24973.11.3,numeric,MICAL-like protein 1 (MICALL1),24973-11,SL018387,MICAL-like protein 1,MILK1,Q8N3F8,85377,MICALL1,Human,Protein,PASS,782,0,0
FCRLA.24975.3.3,numeric,Fc receptor-like A (FCRLA),24975-3,SL012627,Fc receptor-like A,FCRLA,Q7L513,84824,FCRLA,Human,Protein,PASS,579,0,0
EIF3B.24979.17.3,numeric,Eukaryotic translation initiation factor 3 subunit B (EIF3B),24979-17,SL013051,Eukaryotic translation initiation factor 3 subunit B,EIF3B,P55884,8662,EIF3B,Human,Protein,PASS,809,0,0
DYNC1LI1.24981.8.3,numeric,Cytoplasmic dynein 1 light intermediate chain 1 (DYNC1LI1),24981-8,SL023261,Cytoplasmic dynein 1 light intermediate chain 1,DC1L1,Q9Y6G9,51143,DYNC1LI1,Human,Protein,PASS,799,0,0
MPP5.24982.33.3,numeric,MAGUK p55 subfamily member 5 (MPP5),24982-33,SL019481,MAGUK p55 subfamily member 5,MPP5,Q8N3R9,64398,MPP5,Human,Protein,PASS,573,0,0
ERC1.24983.119.3,numeric,ELKS/RAB6-interacting/CAST family member 1 (ERC1),24983-119,SL006623,ELKS/RAB6-interacting/CAST family member 1,RB6I2,Q8IUD2,23085,ERC1,Human,Protein,PASS,796,0,0
ANGPT4.2500.2.3,numeric,Angiopoietin-4 (ANGPT4),2500-2,SL004643,Angiopoietin-4,Angiopoietin-4,Q9Y264,51378,ANGPT4,Human,Protein,PASS,660,0,0
CDH1.2501.51.3,numeric,Cadherin-1 (CDH1),2501-51,SL000055,Cadherin-1,Cadherin E,P12830,999,CDH1,Human,Protein,PASS,809,0,0
VCP.25033.194.3,numeric,Transitional endoplasmic reticulum ATPase (VCP),25033-194,SL005680,Transitional endoplasmic reticulum ATPase,TER ATPase,P55072,7415,VCP,Human,Protein,PASS,810,0,0
